food_id,food_name,meal_role,serving_size,kcal,carbohydrate,protein,fat,sugar,sodium
1506,김튀김,반찬,50.0,261.0,27.2,5.5,14.4,0.1,303.0
1507,김치찜_돼지고기_두부,반찬,270.0,118.8,7.7,10.3,5.2,3.1,696.6
1508,김치찜_돼지고기,반찬,170.0,139.4,5.4,9.9,8.5,2.3,328.1
1509,김치찌개_햄,국물,201.7,78.7,6.6,5.6,3.5,2.4,474.0
1510,김치찌개_참치,국물,270.0,105.3,6.6,12.7,3.0,2.5,955.8
1511,김치찌개_어묵,국물,260.0,98.8,16.4,4.7,1.5,4.2,665.6
1512,김치찌개_삼겹살,국물,240.0,187.2,7.2,8.4,13.3,2.3,499.2
1513,김치찌개_돼지고기_두부,국물,124.76,52.4,2.9,5.2,2.1,1.0,358.1
1514,김치찌개_돼지고기,국물,350.0,213.5,15.8,16.6,9.2,3.7,829.5
1515,김치찌개_꽁치,국물,270.0,240.3,9.6,19.3,14.0,1.9,672.3
1516,김치찌개_김치만,국물,100.0,46.0,3.0,1.6,3.1,1.3,507.0
1517,김치찌개,국물,400.0,244.0,11.9,15.1,15.0,3.0,1964.0
1518,김치전골,국물,270.0,197.1,15.3,8.4,11.4,2.1,807.3
1519,김치전_해물,반찬,120.0,115.2,13.1,5.2,4.2,1.2,291.6
1520,김치전_오징어,반찬,65.0,105.3,13.3,3.6,3.8,1.4,322.4
1521,김치전,반찬,70.0,88.2,10.9,2.5,3.5,1.0,259.0
1522,김치순두부_해물,국물,270.0,94.5,4.5,10.8,3.7,1.9,515.7
1523,김치순두부_바지락,국물,480.0,177.6,7.6,20.2,6.7,3.4,571.2
1524,김치순두부_돼지고기,국물,270.0,70.2,4.0,8.1,2.4,1.9,558.9
1525,김치순두부,국물,100.0,42.0,1.5,4.7,1.8,0.9,107.0
1526,김치볶음_햄,반찬,157.4,143.2,5.1,6.6,10.7,2.8,458.0
1527,김치볶음_참치,반찬,150.0,96.0,7.1,7.5,4.3,3.6,514.5
1528,김치볶음_돼지고기,반찬,100.0,58.0,4.6,2.4,3.3,2.2,398.0
1529,김치볶음_김치만,반찬,100.0,132.0,7.2,2.6,10.4,3.0,782.0
1530,김치볶음_김치_참치,반찬,150.0,85.5,6.4,8.9,2.6,3.3,693.0
1531,김치볶음_김치,반찬,80.0,27.2,3.0,0.8,1.3,1.6,277.6
1532,김치볶음,반찬,80.0,48.0,5.0,1.3,2.5,2.6,355.2
1533,김치만두,한그릇,315.0,409.5,47.7,27.4,10.4,2.6,1357.6
1534,김치국_콩나물,국물,170.0,13.6,1.8,1.0,0.3,0.6,192.1
1535,김치국_두부,국물,187.7,33.8,3.2,3.0,1.0,0.9,242.1
1536,김치국_김치_콩나물,국물,210.0,25.2,3.5,2.3,0.7,0.9,399.0
1537,김치국_김치_두부,국물,270.0,48.6,5.0,4.1,1.6,1.6,575.1
1538,김치국_김치,국물,200.0,24.0,4.3,1.3,0.3,1.8,646.0
1539,김치국,국물,400.0,92.0,10.5,5.4,3.0,0.1,832.0
1540,김치 콩나물국,국물,205.2,20.5,2.6,2.3,0.4,0.7,529.4
1541,김치 청국장찌개,국물,210.0,63.0,6.7,5.5,1.9,1.7,401.1
1542,김치 볶음밥_모듬,한그릇,320.0,416.0,68.8,12.2,8.9,3.2,486.4
1543,김치 된장국,국물,280.0,42.0,5.5,3.1,1.1,2.0,669.2
1544,김치 돼지고기볶음,반찬,50.0,56.5,2.1,4.0,3.3,1.1,147.0
1545,김치 고기만두,한그릇,82.0,241.1,34.8,13.3,4.3,1.2,452.6
1546,김부각,반찬,19.0,78.8,10.5,2.8,3.6,0.2,65.0
1547,김밥_풋고추,한그릇,290.0,490.1,79.8,14.2,12.8,0.3,948.3
1548,김밥_치즈,한그릇,400.0,488.0,74.6,18.4,11.8,2.4,884.0
1549,김밥_채소,한그릇,280.0,442.4,74.6,12.9,10.2,0.4,865.2
1550,김밥_참치_김치,한그릇,400.0,500.0,61.8,21.6,17.8,3.1,752.0
1551,김밥_참치_고추,한그릇,400.0,476.0,65.7,17.6,15.0,2.0,544.0
1552,김밥_참치,한그릇,400.0,516.0,72.2,24.0,13.2,3.6,936.0
1553,김밥_소고기,한그릇,250.0,447.5,64.4,16.2,13.9,0.1,667.5
1554,김밥_샐러리,한그릇,392.0,509.6,77.4,11.0,16.5,3.4,999.6
1555,김밥_샐러드,한그릇,400.0,468.0,72.6,13.6,13.2,4.3,632.0
1556,김밥_멸치_고추,한그릇,400.0,488.0,82.0,22.4,7.2,3.7,1120.0
1557,김밥_돈가스,한그릇,320.0,646.4,101.2,18.5,18.6,4.3,771.2
1558,김밥_날치알,한그릇,400.0,416.0,69.1,16.8,7.6,2.0,1012.0
1559,김밥_김치,한그릇,270.0,351.0,51.8,11.6,10.9,0.8,942.3
1560,김밥_고추,한그릇,400.0,376.0,66.0,12.8,6.5,2.6,608.0
1561,김밥_계란,한그릇,400.0,396.0,60.5,17.2,8.4,3.6,584.0
1562,김밥,한그릇,168.32,311.4,56.9,9.8,4.4,1.7,706.9
1563,김무침,반찬,30.0,77.7,5.8,6.4,3.2,1.7,303.3
1564,김말이튀김,반찬,100.0,132.0,19.6,1.1,5.4,0.0,183.0
1565,김국,국물,214.5,30.0,4.9,1.9,0.6,0.5,255.3
1566,김구이_조미김,반찬,5.0,23.5,1.5,1.0,1.5,0.0,200.6
1567,기장밥_찹쌀,밥,280.0,338.8,72.7,6.4,1.0,0.4,2.8
1568,기장밥,밥,186.47,220.0,48.1,4.1,0.3,0.0,3.7
1569,기스면,한그릇,1000.0,610.0,89.8,37.8,10.7,0.5,2760.0
1570,기름장,기타,10.0,64.0,0.1,0.0,6.9,0.0,751.8
1571,근대나물,반찬,45.9,23.0,2.1,1.1,1.3,0.0,332.3
1572,근대 된장국,국물,200.0,28.0,3.8,2.0,0.7,0.9,480.0
1573,귀리밥,밥,100.0,162.0,34.5,3.9,0.9,0.1,0.0
1574,굴찜,반찬,98.9,140.4,15.5,11.2,4.0,7.1,912.8
1575,굴죽,한그릇,259.0,277.1,43.4,6.2,7.7,0.5,507.6
1576,굴전,반찬,74.2,158.0,10.4,8.8,8.6,0.8,358.4
1577,굴비구이,반찬,52.5,275.1,0.3,31.1,15.6,0.0,288.2
1578,굴밥,밥,500.0,610.0,107.2,21.5,9.8,3.3,630.0
1579,굴무침_채소,반찬,50.0,20.5,2.2,1.6,0.6,0.8,155.0
1580,굴무침_무,반찬,50.0,14.5,1.9,1.1,0.3,0.7,160.5
1581,굴무침,반찬,80.0,61.6,5.8,5.3,1.8,2.2,163.2
1582,굴국_무,국물,500.0,125.0,14.6,12.0,1.8,0.7,1255.0
1583,굴국_두부,국물,320.0,57.6,3.1,6.4,2.1,0.4,745.6
1584,굴 미역국,국물,280.0,44.8,5.3,5.3,1.3,0.3,1069.6
1585,굴 두부찌개,국물,326.7,68.6,4.8,7.2,2.2,1.4,320.2
1586,굴 국밥,한그릇,809.0,509.7,103.5,12.9,2.6,3.7,1165.0
1587,군만두,한그릇,257.3,563.5,64.9,21.9,23.8,1.1,609.8
1588,국수전골,한그릇,457.7,402.8,66.6,15.6,8.4,5.0,1363.9
1589,국수_쟁반막국수,한그릇,450.0,535.5,57.6,30.1,20.5,36.5,2308.5
1590,국수_잔치국수,한그릇,700.0,308.0,56.4,13.5,3.4,0.3,1512.0
1591,국수_열무김치,한그릇,697.7,481.4,81.8,15.3,8.5,5.0,1653.5
1592,국수_비빔국수,한그릇,500.0,510.0,102.4,15.0,4.8,20.6,1195.0
1593,국수_막국수,한그릇,600.0,798.0,143.4,34.8,9.7,29.3,2430.0
1594,국수_김치말이국수,한그릇,600.0,300.0,52.0,12.9,4.8,8.3,2124.0
1595,국수,한그릇,894.0,500.6,79.3,22.3,8.6,2.6,2449.6
1596,국밥_콩나물,한그릇,780.0,405.6,85.3,11.3,1.9,0.0,1341.6
1597,국밥_순대국밥,한그릇,900.0,675.0,93.4,28.5,20.5,1.5,1134.0
1598,국밥_소고기,한그릇,700.0,329.0,42.6,21.8,8.1,2.8,1785.0
1599,국밥_돼지머리,한그릇,900.0,1233.0,143.5,60.3,46.4,1.4,1629.0
1600,국밥_돼지고기,한그릇,1200.0,912.0,74.8,66.4,38.6,0.0,1092.0
1601,국밥_굴,한그릇,650.0,682.5,88.4,42.4,17.8,0.3,1638.0
1602,국밥,한그릇,800.0,416.0,58.6,27.6,8.2,0.4,2304.0
1603,광어 매운탕,국물,600.0,378.0,17.6,53.4,10.4,4.6,330.0
1604,과일샐러드,반찬,110.0,71.5,8.6,0.6,4.2,6.5,26.4
1605,곱창전골_소고기,국물,600.0,528.0,29.2,41.6,27.3,2.3,1782.0
1606,곱창전골,국물,570.0,267.9,15.2,20.3,14.9,4.4,632.7
1607,곱창볶음_돼지껍데기,반찬,150.0,352.5,24.5,25.8,16.7,5.5,780.0
1608,곱창볶음_돼지고기,반찬,230.0,299.0,42.6,16.6,6.9,7.5,494.5
1609,곱창구이_소고기,반찬,150.0,276.0,7.1,22.3,17.6,1.7,1972.5
1610,곰탕_우거지,국물,350.0,87.5,9.1,8.3,2.1,1.2,787.5
1611,곰탕,국물,600.0,144.0,0.7,20.6,6.7,0.0,744.0
1612,곰치국,국물,1000.0,420.0,23.9,54.3,11.8,2.8,3800.0
1613,골뱅이무침_채소_소면,반찬,100.0,87.0,15.2,5.0,0.7,4.0,379.0
1614,골뱅이무침_채소,반찬,70.0,42.0,6.4,3.5,0.5,3.6,270.9
1615,골뱅이무침_소면,반찬,300.0,306.0,41.7,25.2,4.6,18.0,1035.0
1616,골뱅이무침,반찬,47.2,55.7,4.7,8.1,0.6,2.7,233.2
1617,곤약조림,반찬,95.8,41.2,6.9,1.1,1.9,2.0,321.9
1618,곤약무침_마요네즈,반찬,75.0,62.2,2.7,0.5,5.8,0.8,89.2
1619,곤드레밥_양념장,밥,300.0,261.0,51.3,6.3,2.9,0.5,354.0
1620,곤드레밥,밥,500.0,620.0,134.0,11.0,4.7,0.8,45.0
1621,곤드레나물밥,밥,350.0,521.5,98.9,10.3,9.5,0.0,91.0
1622,고춧잎나물무침,반찬,90.0,79.2,6.4,4.0,4.2,1.4,717.3
1623,고춧잎나물,반찬,70.0,28.7,5.0,2.7,0.5,0.3,91.7
1624,고춧가루 양념장,기타,115.0,161.0,16.5,6.8,8.3,2.2,1628.4
1625,고추튀김,반찬,44.9,79.5,9.8,2.1,3.3,0.3,108.2
1626,고추조림_멸치,반찬,80.0,45.6,3.8,5.7,1.0,1.0,371.2
1627,고추조림,반찬,80.0,32.0,5.5,1.5,0.6,0.9,329.6
1628,고추전,반찬,104.6,244.8,16.4,12.6,15.2,0.9,47.1
1629,고추장찌개_두부,국물,400.0,224.0,16.7,21.0,8.5,4.3,552.0
1630,고추장아찌 무침,반찬,37.6,23.3,5.2,0.6,0.3,1.8,262.1
1631,고추장아찌,반찬,100.0,124.0,31.5,2.4,0.6,11.4,2026.0
1632,고추장볶음,반찬,24.5,92.1,8.2,2.2,6.0,3.5,393.0
1633,고추잡채,반찬,400.0,276.0,17.1,16.8,16.0,6.0,640.0
1634,고사리나물무침,반찬,50.0,45.0,3.1,1.9,2.8,0.2,220.5
1635,고사리나물,반찬,82.4,46.1,4.0,3.0,2.6,0.3,1072.0
1636,고디국(다슬기맑은국),국물,300.0,51.0,4.7,4.2,2.1,0.7,288.0
1637,고등어튀김,반찬,100.0,126.0,2.3,6.2,9.7,0.1,262.0
1638,고등어찜,반찬,191.0,175.7,6.1,16.4,9.3,1.9,303.7
1639,고등어찌개,국물,600.0,600.0,25.6,48.9,33.7,7.4,2586.0
1640,고등어조림_배추김치,반찬,210.0,220.5,12.0,20.2,10.1,5.4,951.3
1641,고등어조림_무,반찬,95.0,89.3,4.8,8.0,4.1,1.9,294.5
1642,고등어조림_모듬채소,반찬,80.0,48.0,2.7,4.1,2.2,0.8,136.8
1643,고등어조림,반찬,100.0,141.0,4.1,11.2,8.8,3.4,390.0
1644,고등어구이_카레,한그릇,50.0,95.0,3.2,7.0,5.8,0.2,123.5
1645,고등어구이_석쇠,반찬,200.0,680.0,7.6,46.8,51.4,0.0,252.0
1646,고등어구이_기름,반찬,130.0,236.6,4.7,16.5,15.8,0.0,305.5
1647,고등어구이,반찬,170.0,241.4,4.6,16.2,17.0,0.0,351.9
1648,고들빼기김치,반찬,50.0,35.5,5.8,1.5,0.7,2.2,302.5
1649,고기만두,한그릇,382.0,435.5,64.8,22.5,8.3,0.6,660.9
1650,고구마튀김,반찬,80.0,186.4,25.1,1.2,8.7,4.8,99.2
1651,고구마줄기나물_들깨,반찬,60.0,23.4,2.4,0.9,1.3,0.1,77.4
1652,고구마줄기나물_고춧가루,반찬,60.0,16.2,2.5,0.7,0.4,0.3,94.8
1653,고구마줄기나물,반찬,170.0,37.4,4.2,1.0,1.9,0.7,302.6
1654,고구마조림,반찬,97.0,162.0,37.4,2.4,0.6,10.7,822.6
1655,고구마전,반찬,140.0,317.8,50.4,4.1,11.2,20.0,121.8
1656,고구마밥,밥,216.0,300.2,65.8,5.0,0.8,3.5,4.3
1657,고구마맛탕,반찬,152.0,317.7,61.0,1.5,7.5,19.0,9.1
1658,고구마깻잎튀김,반찬,149.7,253.0,44.8,3.9,6.0,7.4,529.9
1659,고구마_찐고구마,반찬,200.0,278.0,64.9,3.3,0.5,32.6,20.0
1660,고구마_밤고구마_삶은것,기타,100.0,132.0,30.2,2.4,0.1,18.4,79.0
1661,계란덮밥,한그릇,100.0,143.0,25.1,4.3,2.8,3.1,223.0
1662,계란 덮밥,한그릇,335.4,509.8,71.5,15.8,16.3,2.0,355.5
1663,겨자채,반찬,150.0,180.0,6.0,8.1,13.3,3.5,27.0
1664,게조림,반찬,132.0,122.8,2.0,24.9,1.1,0.9,865.9
1665,게장_양념,반찬,100.0,111.0,8.1,12.2,3.3,4.9,607.0
1666,게장_간장,반찬,100.0,88.0,4.5,12.2,2.3,2.9,910.0
1667,게살죽,한그릇,800.0,568.0,107.4,17.9,7.1,0.2,1456.0
1668,게맛살튀김,반찬,167.4,356.6,44.0,10.2,14.4,2.6,736.6
1669,게국지,국물,1100.0,418.0,31.7,44.9,12.1,10.8,4048.0
1670,겉절이_치커리,반찬,100.0,56.0,4.4,1.5,3.6,3.7,177.0
1671,겉절이_열무,반찬,100.0,58.0,5.4,2.4,2.9,2.3,891.0
1672,겉절이_상추,반찬,100.0,61.0,5.3,2.4,3.4,3.0,431.0
1673,겉절이_배추,반찬,50.0,27.5,3.3,1.1,1.1,0.6,164.0
1674,검정콩밥_보리,밥,179.2,256.3,53.7,5.7,1.2,0.5,1.8
1675,검정콩밥,밥,250.0,302.5,62.7,6.8,1.4,0.6,2.5
1676,건새우볶음_풋고추,반찬,88.0,143.4,11.2,9.4,6.7,4.6,756.8
1677,건새우볶음_건새우_꽈리고추,반찬,75.0,53.2,4.2,5.3,1.7,1.1,382.5
1678,건새우볶음_건새우,반찬,60.0,72.0,3.0,9.3,2.3,0.8,639.0
1679,건새우볶음,반찬,37.6,57.9,3.6,5.9,2.1,0.9,421.9
1680,건새우 미역국,국물,320.0,86.4,2.9,12.2,3.3,0.0,1164.8
1681,건꼴뚜기조림_풋고추,반찬,31.1,89.6,3.2,9.1,4.2,0.5,322.8
1682,건갈치조림,반찬,74.6,71.6,2.7,8.4,2.7,1.4,784.0
1683,개고기전골,국물,630.0,466.2,14.8,35.0,31.7,3.3,686.7
1684,개고기무침,반찬,620.0,750.2,23.3,47.3,54.7,5.6,688.2
1685,개고기 수육,반찬,200.0,452.0,6.2,31.6,34.3,0.2,108.0
1686,강낭콩밥,밥,300.0,336.0,72.0,6.9,1.0,0.4,3.0
1687,갓김치,반찬,100.0,37.0,7.1,3.3,0.4,2.5,720.0
1688,갑오징어무침,반찬,100.0,50.0,5.9,5.3,0.7,3.1,225.0
1689,감자튀김,반찬,201.3,207.3,28.7,3.8,8.8,0.0,756.9
1690,감자탕,국물,650.0,175.5,15.3,18.8,4.1,2.3,708.5
1691,감자조림,반찬,80.0,52.8,10.6,1.3,0.7,1.5,193.6
1692,감자전,반찬,119.3,161.1,20.3,4.9,6.4,0.0,529.7
1693,감자연근튀김,반찬,155.9,232.3,35.5,5.9,6.7,0.6,631.4
1694,감자스프,한그릇,200.0,172.0,16.3,5.8,8.9,4.7,40.0
1695,감자샐러드_오이,반찬,121.3,126.2,13.5,2.1,7.3,0.4,1225.1
1696,감자샐러드_당근,반찬,78.2,60.2,6.5,0.9,3.5,0.7,25.8
1697,감자샐러드,반찬,80.0,128.8,12.5,2.2,8.0,2.5,246.4
1698,감자볶음_햄_채소,반찬,180.0,84.6,9.5,4.7,3.2,0.8,291.6
1699,감자볶음_햄,반찬,120.1,191.0,15.7,6.0,11.7,1.1,798.7
1700,감자볶음_풋고추,반찬,103.7,104.7,17.0,3.0,3.2,3.9,418.9
1701,감자볶음_채소,반찬,110.0,96.8,18.8,2.5,1.5,1.5,144.1
1702,감자볶음_잔멸치,반찬,50.5,77.3,8.4,3.4,3.3,1.0,276.2
1703,감자볶음_양파,반찬,47.6,54.3,6.0,0.8,3.0,0.6,168.5
1704,감자볶음_당근,반찬,75.6,82.4,8.9,1.3,4.7,2.5,334.9
1705,감자볶음_감자만,반찬,100.0,134.0,16.2,1.9,6.9,1.4,353.0
1706,감자볶음_감자_햄,반찬,180.0,84.6,9.5,4.6,3.2,0.8,291.6
1707,감자볶음_감자_베이컨,반찬,180.0,95.4,10.6,3.3,4.5,0.8,250.2
1708,감자볶음_감자_당근,반찬,200.0,104.0,15.3,2.1,4.0,0.7,368.0
1709,감자볶음_감자,반찬,95.0,49.4,8.5,1.2,1.2,0.2,153.9
1710,감자볶음,반찬,95.0,49.4,8.5,1.1,1.2,0.2,151.0
1711,감자범벅,기타,112.3,106.7,24.6,2.6,0.1,5.0,673.8
1712,감자밥,밥,261.5,340.0,74.4,6.3,0.4,0.0,5.2
1713,감자그라탕,반찬,101.3,141.8,17.6,4.0,6.3,3.6,310.0
1714,감자국_소고기,국물,320.0,124.8,12.9,6.7,5.1,0.2,432.0
1715,감자국,국물,240.0,50.4,11.0,2.0,0.2,0.7,511.2
1716,감자구이,반찬,108.0,132.8,19.6,2.6,5.0,0.0,1.1
1717,감자_찐감자,반찬,200.0,140.0,30.0,4.3,0.3,1.7,6.0
1718,감자 호박된장국,국물,320.0,80.0,11.2,6.7,1.4,1.8,1206.4
1719,감자 소고기찌개,국물,204.0,106.1,8.3,6.9,5.0,1.4,610.0
1720,감자 된장국_두부,국물,193.4,61.9,7.7,4.6,1.5,0.7,400.3
1721,감자 된장국,국물,320.0,70.4,10.6,4.5,1.0,1.0,691.2
1722,갈치튀김,반찬,100.0,78.0,1.8,4.6,5.5,0.0,172.0
1723,갈치찌개,국물,417.8,162.9,10.0,16.3,6.5,3.1,1307.7
1724,갈치조림_무,반찬,400.0,260.0,17.8,25.2,9.6,7.1,928.0
1725,갈치젓_양념,반찬,90.0,134.1,9.3,14.0,4.6,4.4,4520.7
1726,갈치구이_기름,반찬,200.0,276.0,1.2,43.1,11.0,0.0,594.0
1727,갈치구이,반찬,170.0,209.1,6.7,15.9,12.4,0.0,533.8
1728,갈비탕_소금제외,국물,740.0,658.6,31.2,40.7,40.3,2.9,458.8
1729,갈비탕,국물,372.8,123.0,2.1,6.7,9.2,0.5,339.2
1730,갈비찜_소고기,반찬,250.0,495.0,13.2,49.8,27.0,4.3,752.5
1731,갈비찜_고춧가루,반찬,300.0,516.0,23.7,61.3,19.7,10.7,1140.0
1732,갈비구이_왕갈비_양념,반찬,150.0,481.5,13.7,27.1,35.3,6.8,549.0
1733,갈비구이_소고기_양념,반찬,300.0,990.0,26.2,60.1,71.6,13.9,1377.0
1734,갈비구이_소고기,반찬,300.0,723.0,4.8,77.7,43.7,0.8,1206.0
1735,갈비구이_돼지고기,반찬,100.0,294.0,5.8,19.6,21.4,5.7,389.0
1736,갈매기살구이_돼지고기,반찬,100.0,312.0,0.3,27.0,22.6,0.0,124.0
1737,간재미회무침,반찬,270.0,126.9,17.5,12.8,1.3,9.6,442.8
1738,간자장_해물,한그릇,885.0,1336.4,200.8,61.1,28.1,21.7,3363.0
1739,간자장,한그릇,650.0,825.5,134.2,22.4,22.0,12.2,2717.0
1740,가지탕수,반찬,70.2,120.0,16.5,1.7,5.1,3.3,183.9
1741,가지찜,반찬,54.5,65.4,5.6,3.1,3.4,1.4,218.5
1742,가지전,반찬,200.0,246.0,17.8,11.0,14.6,1.7,674.0
1743,가지볶음_가지_당근,반찬,75.0,27.8,3.4,0.7,1.5,1.7,126.8
1744,가지볶음_가지_고추,반찬,60.0,16.2,2.0,0.5,0.8,1.0,97.8
1745,가지볶음_가지,반찬,60.0,21.0,2.0,0.5,1.3,0.9,124.2
1746,가지냉국,국물,160.0,30.4,5.5,1.8,0.6,2.2,1046.4
1747,가지나물,반찬,130.0,32.5,5.0,1.4,1.1,2.4,283.4
1748,가지김치,반찬,100.0,36.0,6.2,2.1,0.8,2.4,1592.0
1749,가죽나물무침,한그릇,80.0,60.8,8.0,4.7,1.1,3.0,220.8
1750,가자미튀김,반찬,56.9,128.0,3.2,11.8,7.0,0.0,431.3
1751,가자미찜,반찬,170.8,133.2,4.8,20.2,3.3,1.4,589.3
1752,가자미조림,반찬,67.0,116.6,4.7,16.0,3.5,1.7,463.0
1753,가자미식해,반찬,250.0,335.0,29.1,27.7,12.0,9.3,1712.5
1754,가자미구이,반찬,100.0,151.0,0.8,22.6,6.4,0.6,489.0
1755,가자미 매운탕,국물,550.0,170.5,8.2,24.2,4.5,2.0,621.5
1756,가오리회무침,반찬,270.0,126.9,17.5,12.7,1.3,9.6,442.8
1757,가오리콩나물찜,반찬,600.0,174.0,21.0,16.1,5.0,4.1,666.0
1758,가오리찜,반찬,200.0,204.0,0.9,44.0,2.8,0.1,302.0
